frame,ID,X,Y,Class,Color,Position
38,5,559,257,Player,red,Defense
38,6,1084,220,Player,red,Defense
38,7,842,152,Player,red,Defense
38,8,420,147,Player,red,Defense
38,9,1206,197,Player,red,Defense
38,10,76,195,Player,red,Defense
38,11,168,361,Player,red,Defense
38,12,170,256,Player,red,Defense
38,0,768,250,Ball,blue,Ball
39,1,1068,563,Player,red,Defense
39,2,524,577,Player,red,Defense
39,3,714,331,Player,red,Defense
39,4,1118,347,Player,red,Defense
39,5,558,259,Player,red,Defense
39,6,1084,220,Player,red,Defense
39,7,841,152,Player,red,Defense
39,8,420,147,Player,red,Defense
39,9,1206,197,Player,red,Defense
39,10,76,195,Player,red,Defense
39,11,168,360,Player,red,Defense
39,12,170,256,Player,red,Defense
40,1,1070,563,Player,red,Defense
40,2,524,576,Player,red,Defense
40,3,708,327,Player,red,Defense
40,4,1117,347,Player,red,Defense
40,5,558,259,Player,red,Defense
40,6,1083,220,Player,red,Defense
40,7,841,152,Player,red,Defense
40,8,420,147,Player,red,Defense
40,9,1206,197,Player,red,Defense
40,10,75,195,Player,red,Defense
40,11,168,360,Player,red,Defense
40,12,170,256,Player,red,Defense
41,1,1070,563,Player,red,Defense
41,2,524,576,Player,red,Defense
41,3,706,326,Player,red,Defense
41,4,1117,347,Player,red,Defense
41,5,558,260,Player,red,Defense
41,6,1083,220,Player,red,Defense
41,7,841,152,Player,red,Defense
41,8,420,147,Player,red,Defense
41,9,1206,197,Player,red,Defense
41,10,75,195,Player,red,Defense
41,11,168,360,Player,red,Defense
41,12,170,256,Player,red,Defense
42,1,1070,561,Player,red,Defense
42,2,524,575,Player,red,Defense
42,3,702,325,Player,red,Defense
42,4,1117,347,Player,red,Defense
42,5,558,262,Player,red,Defense
42,6,1083,220,Player,red,Defense
42,7,841,152,Player,red,Defense
42,8,420,147,Player,red,Defense
42,9,1206,198,Player,red,Defense
42,10,75,195,Player,red,Defense
42,11,169,360,Player,red,Defense
42,12,170,256,Player,red,Defense
43,1,1070,561,Player,red,Defense
43,2,522,574,Player,red,Defense
43,3,700,324,Player,red,Defense
43,4,1117,347,Player,red,Defense
43,5,557,263,Player,red,Defense
43,6,1082,220,Player,red,Defense
43,7,841,152,Player,red,Defense
43,8,419,147,Player,red,Defense
43,9,1206,197,Player,red,Defense
43,10,74,195,Player,red,Defense
43,11,169,360,Player,red,Defense
43,12,170,256,Player,red,Defense
44,1,1070,561,Player,red,Defense
44,2,520,574,Player,red,Defense
44,3,698,322,Player,red,Defense
44,4,1117,347,Player,red,Defense
44,5,556,264,Player,red,Defense
44,6,1082,220,Player,red,Defense
44,7,840,152,Player,red,Defense
44,8,419,147,Player,red,Defense
44,9,1206,197,Player,red,Defense
44,10,74,195,Player,red,Defense
44,11,169,360,Player,red,Defense
44,12,170,256,Player,red,Defense
45,1,1066,564,Player,red,Defense
45,2,512,573,Player,red,Defense
45,3,692,327,Player,red,Defense
45,4,1116,347,Player,red,Defense
45,5,554,264,Player,red,Defense
45,6,1082,220,Player,red,Defense
45,7,840,152,Player,red,Defense
45,8,419,147,Player,red,Defense
45,9,1206,197,Player,red,Defense
45,10,74,195,Player,red,Defense
45,11,169,360,Player,red,Defense
45,12,170,256,Player,red,Defense
45,0,774,373,Ball,blue,Ball
46,1,1063,564,Player,red,Defense
46,2,505,572,Player,red,Defense
46,3,688,326,Player,red,Defense
46,4,1116,347,Player,red,Defense
46,5,550,266,Player,red,Defense
46,6,1082,220,Player,red,Defense
46,7,840,152,Player,red,Defense
46,8,418,147,Player,red,Defense
46,9,1206,197,Player,red,Defense
46,10,74,195,Player,red,Defense
46,11,169,360,Player,red,Defense
46,12,169,257,Player,red,Defense
46,0,788,384,Ball,blue,Ball
47,1,1062,564,Player,red,Defense
47,2,502,572,Player,red,Defense
47,3,686,325,Player,red,Defense
47,4,1116,347,Player,red,Defense
47,5,549,266,Player,red,Defense
47,6,1082,220,Player,red,Defense
47,7,840,152,Player,red,Defense
47,8,419,147,Player,red,Defense
47,9,1206,197,Player,red,Defense
47,10,74,195,Player,red,Defense
47,11,169,360,Player,red,Defense
47,12,169,257,Player,red,Defense
47,0,788,384,Ball,blue,Ball
48,1,1059,566,Player,red,Defense
48,2,501,570,Player,red,Defense
48,3,682,326,Player,red,Defense
48,4,1116,348,Player,red,Defense
48,5,548,265,Player,red,Defense
48,6,1082,220,Player,red,Defense
48,7,840,152,Player,red,Defense
48,8,419,147,Player,red,Defense
48,9,1206,196,Player,red,Defense
48,10,74,196,Player,red,Defense
48,11,170,360,Player,red,Defense
48,12,170,257,Player,red,Defense
48,0,800,372,Ball,blue,Ball
49,1,1058,568,Player,red,Defense
49,2,499,570,Player,red,Defense
49,3,674,331,Player,red,Defense
49,4,1116,347,Player,red,Defense
49,5,546,266,Player,red,Defense
49,6,1082,220,Player,red,Defense
49,7,840,152,Player,red,Defense
49,8,419,147,Player,red,Defense
49,9,1206,196,Player,red,Defense
49,10,74,196,Player,red,Defense
49,11,168,360,Player,red,Defense
49,12,170,257,Player,red,Defense
49,0,812,361,Ball,blue,Ball
50,1,1058,569,Player,red,Defense
50,2,498,571,Player,red,Defense
50,3,668,337,Player,red,Defense
50,4,1116,347,Player,red,Defense
50,5,544,266,Player,red,Defense
50,6,1082,220,Player,red,Defense
50,7,840,152,Player,red,Defense
50,8,419,147,Player,red,Defense
50,9,1206,196,Player,red,Defense
50,10,74,195,Player,red,Defense
